genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
GCA_023407535.1_ASM2340753v1_genomic.fna,45_6,0.010000000000000009,average,ANImf,45
GCA_934255135.1_ERR7746285_bin.106_genomic.fna,46_0,0.010000000000000009,average,ANImf,46
GCA_017547345.1_ASM1754734v1_genomic.fna,47_0,0.010000000000000009,average,ANImf,47
GCA_017556895.1_ASM1755689v1_genomic.fna,48_0,0.010000000000000009,average,ANImf,48
GCA_945788655.1_SRR3178346_bin.4_metaWRAP_v1.3_MAG_genomic.fna,49_0,0.010000000000000009,average,ANImf,49
GCA_017440275.1_ASM1744027v1_genomic.fna,50_0,0.010000000000000009,average,ANImf,50
GCA_018715265.1_ASM1871526v1_genomic.fna,51_1,0.010000000000000009,average,ANImf,51
GCA_900542385.1_UMGS458_genomic.fna,51_1,0.010000000000000009,average,ANImf,51
GCA_904418885.1_Chicken_1_mag_130_genomic.fna,51_1,0.010000000000000009,average,ANImf,51
GCA_930990685.1_ERR3414571_bin.40_metaWRAP_v1.1_MAG_genomic.fna,51_1,0.010000000000000009,average,ANImf,51
ERS6256692.bin.r.11.fa,52_0,0.010000000000000009,average,ANImf,52
GCA_017549385.1_ASM1754938v1_genomic.fna,53_0,0.010000000000000009,average,ANImf,53
GCA_024403175.1_ASM2440317v1_genomic.fna,54_0,0.010000000000000009,average,ANImf,54
GCA_024403215.1_ASM2440321v1_genomic.fna,55_0,0.010000000000000009,average,ANImf,55
GCA_017426225.1_ASM1742622v1_genomic.fna,56_1,0.010000000000000009,average,ANImf,56
GCA_017442785.1_ASM1744278v1_genomic.fna,56_2,0.010000000000000009,average,ANImf,56
GCA_017523605.1_ASM1752360v1_genomic.fna,57_1,0.010000000000000009,average,ANImf,57
GCA_017539705.1_ASM1753970v1_genomic.fna,57_2,0.010000000000000009,average,ANImf,57
GCA_024689865.1_ASM2468986v1_genomic.fna,58_0,0.010000000000000009,average,ANImf,58
GCA_017437745.1_ASM1743774v1_genomic.fna,59_0,0.010000000000000009,average,ANImf,59
GCA_017619905.1_ASM1761990v1_genomic.fna,60_0,0.010000000000000009,average,ANImf,60
GCA_017443515.1_ASM1744351v1_genomic.fna,61_0,0.010000000000000009,average,ANImf,61
GCA_902788795.1_Rumen_uncultured_genome_RUG13409_genomic.fna,62_0,0.010000000000000009,average,ANImf,62
GCA_016283945.1_ASM1628394v1_genomic.fna,63_1,0.010000000000000009,average,ANImf,63
GCA_017400245.1_ASM1740024v1_genomic.fna,63_2,0.010000000000000009,average,ANImf,63
GCA_017417045.1_ASM1741704v1_genomic.fna,64_0,0.010000000000000009,average,ANImf,64
GCA_017428655.1_ASM1742865v1_genomic.fna,65_1,0.010000000000000009,average,ANImf,65
GCA_017443385.1_ASM1744338v1_genomic.fna,65_2,0.010000000000000009,average,ANImf,65
GCA_017400105.1_ASM1740010v1_genomic.fna,65_3,0.010000000000000009,average,ANImf,65
GCA_017429375.1_ASM1742937v1_genomic.fna,65_4,0.010000000000000009,average,ANImf,65
GCA_017430335.1_ASM1743033v1_genomic.fna,65_5,0.010000000000000009,average,ANImf,65
GCA_017418745.1_ASM1741874v1_genomic.fna,65_6,0.010000000000000009,average,ANImf,65
GCA_016281165.1_ASM1628116v1_genomic.fna,66_0,0.010000000000000009,average,ANImf,66
GCA_017437925.1_ASM1743792v1_genomic.fna,67_0,0.010000000000000009,average,ANImf,67
GCA_015058185.1_ASM1505818v1_genomic.fna,68_1,0.010000000000000009,average,ANImf,68
GCA_017440685.1_ASM1744068v1_genomic.fna,68_2,0.010000000000000009,average,ANImf,68
GCA_015058215.1_ASM1505821v1_genomic.fna,69_0,0.010000000000000009,average,ANImf,69
GCA_016284575.1_ASM1628457v1_genomic.fna,70_0,0.010000000000000009,average,ANImf,70
GCA_017438085.1_ASM1743808v1_genomic.fna,71_0,0.010000000000000009,average,ANImf,71
GCA_021443825.1_ASM2144382v1_genomic.fna,72_0,0.010000000000000009,average,ANImf,72
GCA_012799165.1_ASM1279916v1_genomic.fna,73_0,0.010000000000000009,average,ANImf,73
GCA_016287035.1_ASM1628703v1_genomic.fna,74_0,0.010000000000000009,average,ANImf,74
GCA_003542355.1_ASM354235v1_genomic.fna,75_0,0.010000000000000009,average,ANImf,75
GCA_012729355.1_ASM1272935v1_genomic.fna,76_0,0.010000000000000009,average,ANImf,76
GCA_017515765.1_ASM1751576v1_genomic.fna,77_0,0.010000000000000009,average,ANImf,77
GCA_017543805.1_ASM1754380v1_genomic.fna,78_0,0.010000000000000009,average,ANImf,78
GCA_024402995.1_ASM2440299v1_genomic.fna,79_0,0.010000000000000009,average,ANImf,79
GCA_024403005.1_ASM2440300v1_genomic.fna,80_0,0.010000000000000009,average,ANImf,80
GCA_902788925.1_Rumen_uncultured_genome_RUG13419_genomic.fna,81_1,0.010000000000000009,average,ANImf,81
GCA_902790765.1_Rumen_uncultured_genome_RUG13606_genomic.fna,81_2,0.010000000000000009,average,ANImf,81
GCA_902773665.1_Rumen_uncultured_genome_RUG11894_genomic.fna,81_3,0.010000000000000009,average,ANImf,81
GCA_017509845.1_ASM1750984v1_genomic.fna,81_4,0.010000000000000009,average,ANImf,81
GCA_017626845.1_ASM1762684v1_genomic.fna,82_0,0.010000000000000009,average,ANImf,82
GCA_016287935.1_ASM1628793v1_genomic.fna,83_1,0.010000000000000009,average,ANImf,83
GCA_016290935.1_ASM1629093v1_genomic.fna,83_2,0.010000000000000009,average,ANImf,83
GCA_016284785.1_ASM1628478v1_genomic.fna,83_3,0.010000000000000009,average,ANImf,83
GCA_024685755.1_ASM2468575v1_genomic.fna,83_4,0.010000000000000009,average,ANImf,83
GCA_017518365.1_ASM1751836v1_genomic.fna,83_5,0.010000000000000009,average,ANImf,83
GCA_017524345.1_ASM1752434v1_genomic.fna,83_6,0.010000000000000009,average,ANImf,83
GCA_017428205.1_ASM1742820v1_genomic.fna,83_7,0.010000000000000009,average,ANImf,83
GCA_017447665.1_ASM1744766v1_genomic.fna,83_8,0.010000000000000009,average,ANImf,83
GCA_017412505.1_ASM1741250v1_genomic.fna,83_9,0.010000000000000009,average,ANImf,83
GCA_017429625.1_ASM1742962v1_genomic.fna,83_10,0.010000000000000009,average,ANImf,83
GCA_017557505.1_ASM1755750v1_genomic.fna,84_0,0.010000000000000009,average,ANImf,84
GCA_017619985.1_ASM1761998v1_genomic.fna,85_0,0.010000000000000009,average,ANImf,85
GCA_024682015.1_ASM2468201v1_genomic.fna,86_0,0.010000000000000009,average,ANImf,86
GCA_016282655.1_ASM1628265v1_genomic.fna,87_0,0.010000000000000009,average,ANImf,87
GCA_017431175.1_ASM1743117v1_genomic.fna,88_0,0.010000000000000009,average,ANImf,88
GCA_017433945.1_ASM1743394v1_genomic.fna,89_0,0.010000000000000009,average,ANImf,89
GCA_001513255.1_ASM151325v1_genomic.fna,90_1,0.010000000000000009,average,ANImf,90
GCA_012735145.1_ASM1273514v1_genomic.fna,90_1,0.010000000000000009,average,ANImf,90
GCA_012840975.1_ASM1284097v1_genomic.fna,91_0,0.010000000000000009,average,ANImf,91
GCA_012510935.1_ASM1251093v1_genomic.fna,92_0,0.010000000000000009,average,ANImf,92
GCA_902760855.1_Rumen_uncultured_genome_RUG10605_genomic.fna,93_0,0.010000000000000009,average,ANImf,93
GCA_902773835.1_Rumen_uncultured_genome_RUG11913_genomic.fna,94_0,0.010000000000000009,average,ANImf,94
GCA_900318105.1_Rumen_uncultured_genome_RUG349_genomic.fna,95_1,0.010000000000000009,average,ANImf,95
GCA_902793835.1_Rumen_uncultured_genome_RUG13910_genomic.fna,95_1,0.010000000000000009,average,ANImf,95
GCA_017434685.1_ASM1743468v1_genomic.fna,96_0,0.010000000000000009,average,ANImf,96
GCA_902788245.1_Rumen_uncultured_genome_RUG13350_genomic.fna,97_0,0.010000000000000009,average,ANImf,97
GCA_017515425.1_ASM1751542v1_genomic.fna,98_0,0.010000000000000009,average,ANImf,98
GCA_018064665.1_ASM1806466v1_genomic.fna,99_0,0.010000000000000009,average,ANImf,99
GCA_024403055.1_ASM2440305v1_genomic.fna,100_0,0.010000000000000009,average,ANImf,100
GCA_018064755.1_ASM1806475v1_genomic.fna,101_0,0.010000000000000009,average,ANImf,101
GCA_017626775.1_ASM1762677v1_genomic.fna,102_1,0.010000000000000009,average,ANImf,102
GCA_902790965.1_Rumen_uncultured_genome_RUG13623_genomic.fna,102_2,0.010000000000000009,average,ANImf,102
GCA_902798745.1_Rumen_uncultured_genome_RUG14393_genomic.fna,103_0,0.010000000000000009,average,ANImf,103
GCA_017434585.1_ASM1743458v1_genomic.fna,104_1,0.010000000000000009,average,ANImf,104
GCA_902774195.1_Rumen_uncultured_genome_RUG11940_genomic.fna,104_2,0.010000000000000009,average,ANImf,104
GCA_017512365.1_ASM1751236v1_genomic.fna,105_0,0.010000000000000009,average,ANImf,105
GCA_902793875.1_Rumen_uncultured_genome_RUG13917_genomic.fna,106_0,0.010000000000000009,average,ANImf,106
GCA_015058275.1_ASM1505827v1_genomic.fna,107_0,0.010000000000000009,average,ANImf,107
GCA_017469325.1_ASM1746932v1_genomic.fna,108_0,0.010000000000000009,average,ANImf,108
GCA_017405845.1_ASM1740584v1_genomic.fna,109_0,0.010000000000000009,average,ANImf,109
GCA_017432075.1_ASM1743207v1_genomic.fna,110_0,0.010000000000000009,average,ANImf,110
GCA_017505405.1_ASM1750540v1_genomic.fna,111_1,0.010000000000000009,average,ANImf,111
GCA_017521625.1_ASM1752162v1_genomic.fna,111_2,0.010000000000000009,average,ANImf,111
GCA_902779185.1_Rumen_uncultured_genome_RUG12442_genomic.fna,112_0,0.010000000000000009,average,ANImf,112
GCA_902775345.1_Rumen_uncultured_genome_RUG12063_genomic.fna,113_0,0.010000000000000009,average,ANImf,113
GCA_902780815.1_Rumen_uncultured_genome_RUG12610_genomic.fna,114_0,0.010000000000000009,average,ANImf,114
GCA_900320285.1_Rumen_uncultured_genome_RUG576_genomic.fna,115_1,0.010000000000000009,average,ANImf,115
GCA_902755305.1_Rumen_uncultured_genome_RUG10056_genomic.fna,115_1,0.010000000000000009,average,ANImf,115
GCA_902763995.1_Rumen_uncultured_genome_RUG10914_genomic.fna,115_2,0.010000000000000009,average,ANImf,115
GCA_902789655.1_Rumen_uncultured_genome_RUG13493_genomic.fna,115_3,0.010000000000000009,average,ANImf,115
GCA_902787995.1_Rumen_uncultured_genome_RUG13329_genomic.fna,115_4,0.010000000000000009,average,ANImf,115
GCA_017431685.1_ASM1743168v1_genomic.fna,116_0,0.010000000000000009,average,ANImf,116
GCA_017510725.1_ASM1751072v1_genomic.fna,117_0,0.010000000000000009,average,ANImf,117
GCA_902801255.1_Rumen_uncultured_genome_RUG14658_genomic.fna,118_0,0.010000000000000009,average,ANImf,118
GCA_902778035.1_Rumen_uncultured_genome_RUG12327_genomic.fna,119_1,0.010000000000000009,average,ANImf,119
GCA_902778585.1_Rumen_uncultured_genome_RUG12387_genomic.fna,119_2,0.010000000000000009,average,ANImf,119
GCA_902790885.1_Rumen_uncultured_genome_RUG13621_genomic.fna,120_0,0.010000000000000009,average,ANImf,120
GCA_902795265.1_Rumen_uncultured_genome_RUG14057_genomic.fna,121_0,0.010000000000000009,average,ANImf,121
GCA_015058115.1_ASM1505811v1_genomic.fna,122_1,0.010000000000000009,average,ANImf,122
GCA_902776285.1_Rumen_uncultured_genome_RUG12153_genomic.fna,122_2,0.010000000000000009,average,ANImf,122
GCA_017404265.1_ASM1740426v1_genomic.fna,123_1,0.010000000000000009,average,ANImf,123
GCA_017510505.1_ASM1751050v1_genomic.fna,123_2,0.010000000000000009,average,ANImf,123
GCA_024403035.1_ASM2440303v1_genomic.fna,124_0,0.010000000000000009,average,ANImf,124
GCA_015058065.1_ASM1505806v1_genomic.fna,125_0,0.010000000000000009,average,ANImf,125
GCA_017433605.1_ASM1743360v1_genomic.fna,126_1,0.010000000000000009,average,ANImf,126
GCA_017512145.1_ASM1751214v1_genomic.fna,126_2,0.010000000000000009,average,ANImf,126
GCA_900317005.1_Rumen_uncultured_genome_RUG247_genomic.fna,127_1,0.010000000000000009,average,ANImf,127
GCA_902787455.1_Rumen_uncultured_genome_RUG13276_genomic.fna,127_1,0.010000000000000009,average,ANImf,127
GCA_002350505.1_ASM235050v1_genomic.fna,127_2,0.010000000000000009,average,ANImf,127
GCA_902781395.1_Rumen_uncultured_genome_RUG12658_genomic.fna,127_2,0.010000000000000009,average,ANImf,127
GCA_900315485.1_Rumen_uncultured_genome_RUG099_genomic.fna,127_3,0.010000000000000009,average,ANImf,127
GCA_902756305.1_Rumen_uncultured_genome_RUG10138_genomic.fna,127_3,0.010000000000000009,average,ANImf,127
GCA_902776715.1_Rumen_uncultured_genome_RUG12195_genomic.fna,127_4,0.010000000000000009,average,ANImf,127
GCA_902798795.1_Rumen_uncultured_genome_RUG14405_genomic.fna,127_5,0.010000000000000009,average,ANImf,127
GCA_902763455.1_Rumen_uncultured_genome_RUG10866_genomic.fna,127_6,0.010000000000000009,average,ANImf,127
GCA_902774615.1_Rumen_uncultured_genome_RUG11988_genomic.fna,127_7,0.010000000000000009,average,ANImf,127
GCA_902790725.1_Rumen_uncultured_genome_RUG13598_genomic.fna,127_8,0.010000000000000009,average,ANImf,127
GCA_017462285.1_ASM1746228v1_genomic.fna,127_9,0.010000000000000009,average,ANImf,127
GCA_902765035.1_Rumen_uncultured_genome_RUG11020_genomic.fna,128_0,0.010000000000000009,average,ANImf,128
GCA_902786355.1_Rumen_uncultured_genome_RUG13158_genomic.fna,129_0,0.010000000000000009,average,ANImf,129
GCA_900313365.1_Rumen_uncultured_genome_RUG792_genomic.fna,130_1,0.010000000000000009,average,ANImf,130
GCA_902756655.1_Rumen_uncultured_genome_RUG10187_genomic.fna,130_1,0.010000000000000009,average,ANImf,130
GCA_900317675.1_Rumen_uncultured_genome_RUG321_genomic.fna,130_2,0.010000000000000009,average,ANImf,130
GCA_902758635.1_Rumen_uncultured_genome_RUG10379_genomic.fna,130_2,0.010000000000000009,average,ANImf,130
GCA_902772205.1_Rumen_uncultured_genome_RUG11742_genomic.fna,130_2,0.010000000000000009,average,ANImf,130
GCA_902774265.1_Rumen_uncultured_genome_RUG11951_genomic.fna,131_0,0.010000000000000009,average,ANImf,131
GCA_902786855.1_Rumen_uncultured_genome_RUG13222_genomic.fna,132_0,0.010000000000000009,average,ANImf,132
GCA_017403955.1_ASM1740395v1_genomic.fna,133_0,0.010000000000000009,average,ANImf,133
GCA_017434025.1_ASM1743402v1_genomic.fna,134_0,0.010000000000000009,average,ANImf,134
GCA_015058265.1_ASM1505826v1_genomic.fna,135_0,0.010000000000000009,average,ANImf,135
GCA_002392265.1_ASM239226v1_genomic.fna,136_1,0.010000000000000009,average,ANImf,136
GCA_017454435.1_ASM1745443v1_genomic.fna,136_2,0.010000000000000009,average,ANImf,136
GCA_016283765.1_ASM1628376v1_genomic.fna,136_3,0.010000000000000009,average,ANImf,136
GCA_016280485.1_ASM1628048v1_genomic.fna,137_0,0.010000000000000009,average,ANImf,137
GCA_023394035.1_ASM2339403v1_genomic.fna,138_0,0.010000000000000009,average,ANImf,138
GCA_017392665.1_ASM1739266v1_genomic.fna,139_1,0.010000000000000009,average,ANImf,139
GCA_017419535.1_ASM1741953v1_genomic.fna,139_2,0.010000000000000009,average,ANImf,139
GCA_017392905.1_ASM1739290v1_genomic.fna,139_3,0.010000000000000009,average,ANImf,139
GCA_017394045.1_ASM1739404v1_genomic.fna,139_4,0.010000000000000009,average,ANImf,139
GCA_900315895.1_Rumen_uncultured_genome_RUG141_genomic.fna,139_5,0.010000000000000009,average,ANImf,139
GCA_902788265.1_Rumen_uncultured_genome_RUG13361_genomic.fna,139_5,0.010000000000000009,average,ANImf,139
GCA_900322045.1_Rumen_uncultured_genome_RUG754_genomic.fna,139_6,0.010000000000000009,average,ANImf,139
GCA_902795105.1_Rumen_uncultured_genome_RUG14034_genomic.fna,139_6,0.010000000000000009,average,ANImf,139
GCA_016284485.1_ASM1628448v1_genomic.fna,140_1,0.010000000000000009,average,ANImf,140
GCA_016287615.1_ASM1628761v1_genomic.fna,140_2,0.010000000000000009,average,ANImf,140
GCA_024697325.1_ASM2469732v1_genomic.fna,140_3,0.010000000000000009,average,ANImf,140
GCA_905235115.1_RUG30220_genomic.fna,141_0,0.010000000000000009,average,ANImf,141
GCA_902762665.1_Rumen_uncultured_genome_RUG10781_genomic.fna,142_1,0.010000000000000009,average,ANImf,142
GCA_902780845.1_Rumen_uncultured_genome_RUG12614_genomic.fna,142_2,0.010000000000000009,average,ANImf,142
GCA_902788965.1_Rumen_uncultured_genome_RUG13414_genomic.fna,142_3,0.010000000000000009,average,ANImf,142
GCA_902795055.1_Rumen_uncultured_genome_RUG14040_genomic.fna,142_4,0.010000000000000009,average,ANImf,142
GCA_017940475.1_ASM1794047v1_genomic.fna,142_5,0.010000000000000009,average,ANImf,142
GCA_017511145.1_ASM1751114v1_genomic.fna,143_1,0.010000000000000009,average,ANImf,143
GCA_902778565.1_Rumen_uncultured_genome_RUG12385_genomic.fna,143_2,0.010000000000000009,average,ANImf,143
GCA_015058085.1_ASM1505808v1_genomic.fna,143_3,0.010000000000000009,average,ANImf,143
GCA_017434425.1_ASM1743442v1_genomic.fna,143_4,0.010000000000000009,average,ANImf,143
GCA_017394515.1_ASM1739451v1_genomic.fna,144_0,0.010000000000000009,average,ANImf,144
GCA_024403115.1_ASM2440311v1_genomic.fna,145_0,0.010000000000000009,average,ANImf,145
GCA_024403135.1_ASM2440313v1_genomic.fna,146_0,0.010000000000000009,average,ANImf,146
ERS11702771.bin.r.8.fa,147_1,0.010000000000000009,average,ANImf,147
ERS11702809.bin.r.8.fa,147_1,0.010000000000000009,average,ANImf,147
ERS2985748.bin.r.11.fa,147_1,0.010000000000000009,average,ANImf,147
ERS2985760.bin.r.7.fa,147_1,0.010000000000000009,average,ANImf,147
ERS3774468.bin.r.11.fa,147_1,0.010000000000000009,average,ANImf,147
ERS6205395.bin.r.10.fa,147_1,0.010000000000000009,average,ANImf,147
ERS6256718.bin.r.1.fa,147_1,0.010000000000000009,average,ANImf,147
ERSX0002001.bin.r.15.fa,147_1,0.010000000000000009,average,ANImf,147
ERSX0003003.bin.r.17.fa,147_1,0.010000000000000009,average,ANImf,147
SRS15300801.bin.r.14.fa,147_1,0.010000000000000009,average,ANImf,147
SRS15300802.bin.r.3.fa,147_1,0.010000000000000009,average,ANImf,147
SRS15300805.bin.r.22.fa,147_1,0.010000000000000009,average,ANImf,147
SRS6212663.bin.r.8.fa,147_1,0.010000000000000009,average,ANImf,147
ERS4042427.bin.r.16.fa,148_1,0.010000000000000009,average,ANImf,148
ERSX0003002.bin.r.15.fa,148_1,0.010000000000000009,average,ANImf,148
SRS3078200.bin.r.4.fa,149_0,0.010000000000000009,average,ANImf,149
ERSX0004105.bin.r.3.fa,150_1,0.010000000000000009,average,ANImf,150
ERSX0004107.bin.r.3.fa,150_2,0.010000000000000009,average,ANImf,150
ERSX0004106.bin.r.4.fa,150_3,0.010000000000000009,average,ANImf,150
ERSX0004024.bin.r.2.fa,150_4,0.010000000000000009,average,ANImf,150
ERSX0004062.bin.r.1.fa,150_5,0.010000000000000009,average,ANImf,150
ERSX0004071.bin.r.1.fa,150_6,0.010000000000000009,average,ANImf,150
ERSX0004072.bin.r.5.fa,150_7,0.010000000000000009,average,ANImf,150
ERSX0004067.bin.r.3.fa,150_8,0.010000000000000009,average,ANImf,150
ERSX0004064.bin.r.6.fa,150_9,0.010000000000000009,average,ANImf,150
ERSX0004073.bin.r.1.fa,150_9,0.010000000000000009,average,ANImf,150
ERSX0004102.bin.r.11.fa,150_10,0.010000000000000009,average,ANImf,150
ERSX0004103.bin.r.3.fa,150_11,0.010000000000000009,average,ANImf,150
ERSX0004083.bin.r.4.fa,150_12,0.010000000000000009,average,ANImf,150
ERSX0004085.bin.r.7.fa,150_12,0.010000000000000009,average,ANImf,150
ERSX0004003.bin.r.5.fa,150_13,0.010000000000000009,average,ANImf,150
ERSX0004004.bin.r.7.fa,150_13,0.010000000000000009,average,ANImf,150
ERSX0004005.bin.r.4.fa,150_13,0.010000000000000009,average,ANImf,150
ERSX0004006.bin.r.2.fa,150_13,0.010000000000000009,average,ANImf,150
ERSX0004009.bin.r.5.fa,150_13,0.010000000000000009,average,ANImf,150
ERSX0004011.bin.r.5.fa,150_13,0.010000000000000009,average,ANImf,150
ERSX0004012.bin.r.2.fa,150_13,0.010000000000000009,average,ANImf,150
ERSX0004013.bin.r.1.fa,150_13,0.010000000000000009,average,ANImf,150
ERSX0004014.bin.r.3.fa,150_13,0.010000000000000009,average,ANImf,150
ERSX0004015.bin.r.6.fa,150_13,0.010000000000000009,average,ANImf,150
ERSX0004016.bin.r.7.fa,150_13,0.010000000000000009,average,ANImf,150
ERSX0004018.bin.r.5.fa,150_14,0.010000000000000009,average,ANImf,150
ERSX0004017.bin.r.5.fa,150_15,0.010000000000000009,average,ANImf,150
ERSX0004020.bin.r.1.fa,150_16,0.010000000000000009,average,ANImf,150
ERSX0004033.bin.r.4.fa,150_17,0.010000000000000009,average,ANImf,150
ERSX0004050.bin.r.1.fa,150_18,0.010000000000000009,average,ANImf,150
ERSX0004021.bin.r.3.fa,150_19,0.010000000000000009,average,ANImf,150
ERSX0004019.bin.r.7.fa,150_20,0.010000000000000009,average,ANImf,150
ERS6256714.bin.r.3.fa,150_21,0.010000000000000009,average,ANImf,150
ERS6256717.bin.r.8.fa,150_21,0.010000000000000009,average,ANImf,150
ERS3774468.bin.r.14.fa,150_22,0.010000000000000009,average,ANImf,150
ERS6256698.bin.r.14.fa,150_23,0.010000000000000009,average,ANImf,150
SRS15300800.bin.r.10.fa,150_24,0.010000000000000009,average,ANImf,150
SRS15300811.bin.r.8.fa,150_24,0.010000000000000009,average,ANImf,150
SRS15300795.bin.r.12.fa,150_25,0.010000000000000009,average,ANImf,150
SRS15300793.bin.r.10.fa,150_26,0.010000000000000009,average,ANImf,150
SRS3078175.bin.r.4.fa,150_27,0.010000000000000009,average,ANImf,150
ERSX0004060.bin.r.5.fa,150_28,0.010000000000000009,average,ANImf,150
ERSX0004063.bin.r.2.fa,150_28,0.010000000000000009,average,ANImf,150
ERSX0004066.bin.r.8.fa,150_28,0.010000000000000009,average,ANImf,150
ERSX0004070.bin.r.5.fa,150_28,0.010000000000000009,average,ANImf,150
ERSX0004074.bin.r.4.fa,150_28,0.010000000000000009,average,ANImf,150
SRS4625237.bin.r.1.fa,150_29,0.010000000000000009,average,ANImf,150
SRS4625245.bin.r.18.fa,150_30,0.010000000000000009,average,ANImf,150
CMC018.B.bin.r.9.fa,150_31,0.010000000000000009,average,ANImf,150
CMC023.A.bin.r.110.fa,150_32,0.010000000000000009,average,ANImf,150
CMC021.B.bin.r.85.fa,150_33,0.010000000000000009,average,ANImf,150
CMC035.B.bin.r.84.fa,150_34,0.010000000000000009,average,ANImf,150
CMC038.B.bin.r.20.fa,150_35,0.010000000000000009,average,ANImf,150
CMC004.B.bin.r.39.fa,150_36,0.010000000000000009,average,ANImf,150
GCA_003433295.1_ASM343329v1_genomic.fna,150_37,0.010000000000000009,average,ANImf,150
SEQF3052.1.fna,150_37,0.010000000000000009,average,ANImf,150
ERS3395771.bin.r.28.fa,150_38,0.010000000000000009,average,ANImf,150
ERS3395772.bin.r.4.fa,150_38,0.010000000000000009,average,ANImf,150
ERS2985777.bin.r.6.fa,150_39,0.010000000000000009,average,ANImf,150
ERS3774490.bin.r.27.fa,150_39,0.010000000000000009,average,ANImf,150
ERS11702731.bin.r.11.fa,150_40,0.010000000000000009,average,ANImf,150
ERS3395773.bin.r.39.fa,150_41,0.010000000000000009,average,ANImf,150
ERS3774473.bin.r.4.fa,150_42,0.010000000000000009,average,ANImf,150
ERS11702726.bin.r.4.fa,150_43,0.010000000000000009,average,ANImf,150
SRS473746.bin.r.2.fa,150_44,0.010000000000000009,average,ANImf,150
ERS11702727.bin.r.4.fa,150_45,0.010000000000000009,average,ANImf,150
ERS3395767.bin.r.5.fa,150_46,0.010000000000000009,average,ANImf,150
ERS2985756.bin.r.5.fa,150_47,0.010000000000000009,average,ANImf,150
ERS2985785.bin.r.4.fa,150_48,0.010000000000000009,average,ANImf,150
ERS2985778.bin.r.1.fa,150_49,0.010000000000000009,average,ANImf,150
SRS3078192.bin.r.1.fa,150_50,0.010000000000000009,average,ANImf,150
ERS11702787.bin.r.8.fa,150_51,0.010000000000000009,average,ANImf,150
ERS2985751.bin.r.7.fa,150_52,0.010000000000000009,average,ANImf,150
ERS11702781.bin.r.6.fa,150_53,0.010000000000000009,average,ANImf,150
ERS11702810.bin.r.2.fa,150_53,0.010000000000000009,average,ANImf,150
ERS11702739.bin.r.2.fa,150_54,0.010000000000000009,average,ANImf,150
ERS11702758.bin.r.2.fa,150_55,0.010000000000000009,average,ANImf,150
ERS11702801.bin.r.7.fa,150_56,0.010000000000000009,average,ANImf,150
ERS11702780.bin.r.3.fa,150_57,0.010000000000000009,average,ANImf,150
ERS6205398.bin.r.6.fa,150_58,0.010000000000000009,average,ANImf,150
ERS3774477.bin.r.2.fa,150_59,0.010000000000000009,average,ANImf,150
ERS6256712.bin.r.5.fa,150_60,0.010000000000000009,average,ANImf,150
ERS6205397.bin.r.2.fa,150_61,0.010000000000000009,average,ANImf,150
SRS3078131.bin.r.6.fa,150_62,0.010000000000000009,average,ANImf,150
ERS6205386.bin.r.3.fa,150_63,0.010000000000000009,average,ANImf,150
ERS6205387.bin.r.9.fa,150_63,0.010000000000000009,average,ANImf,150
ERS6256686.bin.r.4.fa,150_63,0.010000000000000009,average,ANImf,150
ERS6256724.bin.r.7.fa,150_63,0.010000000000000009,average,ANImf,150
ERS6636085.bin.r.9.fa,150_63,0.010000000000000009,average,ANImf,150
ERS6636090.bin.r.7.fa,150_63,0.010000000000000009,average,ANImf,150
ERS6636099.bin.r.20.fa,150_63,0.010000000000000009,average,ANImf,150
ERS6636154.bin.r.7.fa,150_63,0.010000000000000009,average,ANImf,150
ERSX0003002.bin.r.8.fa,150_63,0.010000000000000009,average,ANImf,150
ERSX0003003.bin.r.49.fa,150_63,0.010000000000000009,average,ANImf,150
SRS11653594.bin.r.3.fa,150_63,0.010000000000000009,average,ANImf,150
SRS7212802.bin.r.9.fa,150_63,0.010000000000000009,average,ANImf,150
ERSX0003001.bin.r.24.fa,150_64,0.010000000000000009,average,ANImf,150
SRS11653593.bin.r.4.fa,150_65,0.010000000000000009,average,ANImf,150
ERS6256728.bin.r.3.fa,150_66,0.010000000000000009,average,ANImf,150
ERS6256699.bin.r.5.fa,150_67,0.010000000000000009,average,ANImf,150
ERS6256727.bin.r.5.fa,150_68,0.010000000000000009,average,ANImf,150
ERS6256725.bin.r.10.fa,150_69,0.010000000000000009,average,ANImf,150
SRS7212799.bin.r.6.fa,150_70,0.010000000000000009,average,ANImf,150
SRS6212663.bin.r.7.fa,150_71,0.010000000000000009,average,ANImf,150
ERS2985744.bin.r.2.fa,150_72,0.010000000000000009,average,ANImf,150
ERS11702805.bin.r.6.fa,150_73,0.010000000000000009,average,ANImf,150
SRS3078158.bin.r.7.fa,150_74,0.010000000000000009,average,ANImf,150
ERS4042427.bin.r.8.fa,150_75,0.010000000000000009,average,ANImf,150
ERS11702767.bin.r.3.fa,150_76,0.010000000000000009,average,ANImf,150
ERS11702742.bin.r.4.fa,150_77,0.010000000000000009,average,ANImf,150
ERS11702772.bin.r.4.fa,150_78,0.010000000000000009,average,ANImf,150
ERS6256697.bin.r.5.fa,150_79,0.010000000000000009,average,ANImf,150
ERS4042435.bin.r.15.fa,150_80,0.010000000000000009,average,ANImf,150
ERS6205393.bin.r.6.fa,150_81,0.010000000000000009,average,ANImf,150
