genome1,genome2,dist,similarity
GCA_017553445.1_ASM1755344v1_genomic.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.21089697,0.78910303
GCA_017427765.1_ASM1742776v1_genomic.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.18676102,0.813239
GCF_001639275.1_ASM163927v1_genomic.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.243761,0.756239
GCA_902796575.1_Rumen_uncultured_genome_RUG14185_genomic.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.263022,0.736978
GCF_001639265.1_ASM163926v1_genomic.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,1.0,0.0
SRS3078160-megahit_007.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.243761,0.756239
GCF_900103415.1_IMG-taxon_2593339167_annotated_assembly_genomic.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.19729197,0.802708
GCA_015656755.1_ASM1565675v1_genomic.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.18226898,0.817731
GCA_902783085.1_Rumen_uncultured_genome_RUG12835_genomic.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.23010999,0.76989
ERS3774436-megahit_002.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.263022,0.736978
SRS7967575-megahit_002.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.263022,0.736978
GCA_902778875.1_Rumen_uncultured_genome_RUG12411_genomic.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.12571502,0.874285
SRS15300794-megahit_001.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.243761,0.756239
ERS11702782-megahit_002.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.243761,0.756239
SRS473746-megahit_050.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.23010999,0.76989
ERS11702780-megahit_009.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.23010999,0.76989
GCA_902785165.1_Rumen_uncultured_genome_RUG13036_genomic.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.018191695,0.9818083
ERS2985773-megahit_005.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.243761,0.756239
ERS11702798-megahit_004.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.243761,0.756239
GCA_015062885.1_ASM1506288v1_genomic.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.034359813,0.9656402
ERS11702758-megahit_001.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.243761,0.756239
GCA_017447225.1_ASM1744722v1_genomic.fna,GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,0.21089697,0.78910303
GCA_017434555.1_ASM1743455v1_genomic.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
ERS2985779-megahit_003.fna,ERS3774468-megahit_003.fna,0.19173098,0.808269
GCA_017539065.1_ASM1753906v1_genomic.fna,ERS3774468-megahit_003.fna,0.178173,0.821827
SRS4625244-megahit_003.fna,ERS3774468-megahit_003.fna,0.017476082,0.9825239
GCA_017940815.1_ASM1794081v1_genomic.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
GCF_003814835.1_ASM381483v1_genomic.fna,ERS3774468-megahit_003.fna,0.19173098,0.808269
GCA_902794475.1_Rumen_uncultured_genome_RUG13973_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
ERS6205395-megahit_005.fna,ERS3774468-megahit_003.fna,0.011666119,0.9883339
SRS7212801-megahit_007.fna,ERS3774468-megahit_003.fna,0.016725123,0.9832749
GCA_017404125.1_ASM1740412v1_genomic.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
ERS2985752-megahit_004.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
ERS4042427-megahit_009.fna,ERS3774468-megahit_003.fna,0.046334326,0.9536657
ERS11702812-megahit_007.fna,ERS3774468-megahit_003.fna,0.20360398,0.796396
GCA_902764015.1_Rumen_uncultured_genome_RUG10921_genomic.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
ERS11702767-megahit_004.fna,ERS3774468-megahit_003.fna,0.21089697,0.78910303
ERSX0004072-megahit_007.fna,ERS3774468-megahit_003.fna,0.20360398,0.796396
GCA_016296705.1_ASM1629670v1_genomic.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
ERS11702748-megahit_001.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
GCA_905235495.1_RUG30241_genomic.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
GCA_902800035.1_Rumen_uncultured_genome_RUG14542_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
SRS15300807-megahit_006.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
GCA_017389565.1_ASM1738956v1_genomic.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
SRS15300800-megahit_002.fna,ERS3774468-megahit_003.fna,0.0137985945,0.9862014
GCA_902800455.1_Rumen_uncultured_genome_RUG14569_genomic.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
GCA_017448525.1_ASM1744852v1_genomic.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
GCA_902763115.1_Rumen_uncultured_genome_RUG10830_genomic.fna,ERS3774468-megahit_003.fna,0.21089697,0.78910303
ERS2985756-megahit_007.fna,ERS3774468-megahit_003.fna,0.21089697,0.78910303
ERS3774470-megahit_013.fna,ERS3774468-megahit_003.fna,0.295981,0.704019
SRS11653551-megahit_003.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
GCA_015063035.1_ASM1506303v1_genomic.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
GCA_902802065.1_Rumen_uncultured_genome_RUG14729_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
ERS11702764-megahit_001.fna,ERS3774468-megahit_003.fna,0.021709323,0.9782907
GCA_017407115.1_ASM1740711v1_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
ERS11702809_24.0.refbinned.fa,ERS3774468-megahit_003.fna,0.015833497,0.9841665
ERS6256699-megahit_018.fna,ERS3774468-megahit_003.fna,0.010483503,0.9895165
GCF_000404165.1_ASM40416v1_genomic.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
GCA_902762245.1_Rumen_uncultured_genome_RUG10743_genomic.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
ERS6256698_24.0.refbinned.fa,ERS3774468-megahit_003.fna,0.01759392,0.9824061
GCA_902765875.1_Rumen_uncultured_genome_RUG11103_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
ERS2985766-megahit_003.fna,ERS3774468-megahit_003.fna,0.19173098,0.808269
ERS6256704-megahit_017.fna,ERS3774468-megahit_003.fna,0.0139988065,0.9860012
SRS11653591-megahit_002.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
SRS6212660_24.0.refbinned.fa,ERS3774468-megahit_003.fna,0.015081286,0.9849187
GCA_900316635.1_Rumen_uncultured_genome_RUG201_genomic.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
GCA_015063065.1_ASM1506306v1_genomic.fna,ERS3774468-megahit_003.fna,0.20360398,0.796396
GCA_016838945.1_ASM1683894v1_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
ERS6205398-megahit_009.fna,ERS3774468-megahit_003.fna,0.029898822,0.9701012
ERS11702780-megahit_007.fna,ERS3774468-megahit_003.fna,0.012919784,0.9870802
ERS11702781-megahit_004.fna,ERS3774468-megahit_003.fna,0.20360398,0.796396
SRS4625245-megahit_011.fna,ERS3774468-megahit_003.fna,0.016163707,0.9838363
ERS11702790-megahit_002.fna,ERS3774468-megahit_003.fna,0.20360398,0.796396
ERS2985775-megahit_005.fna,ERS3774468-megahit_003.fna,0.19729197,0.802708
ERS6256693-megahit_010.fna,ERS3774468-megahit_003.fna,0.20360398,0.796396
GCA_016298175.1_ASM1629817v1_genomic.fna,ERS3774468-megahit_003.fna,0.18676102,0.813239
GCA_902786095.1_Rumen_uncultured_genome_RUG13139_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
GCA_902784295.1_Rumen_uncultured_genome_RUG12954_genomic.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
SRS7212790-megahit_001.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
GCA_902764425.1_Rumen_uncultured_genome_RUG10959_genomic.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
ERS11702757-megahit_001.fna,ERS3774468-megahit_003.fna,0.21089697,0.78910303
GCA_902793795.1_Rumen_uncultured_genome_RUG13902_genomic.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
ERS3774474-megahit_002.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
ERS6256692-megahit_010.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
ERS6205388-megahit_004.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
ERS6256706_24.0.refbinned.fa,ERS3774468-megahit_003.fna,0.0134035945,0.9865964
GCA_902781365.1_Rumen_uncultured_genome_RUG12666_genomic.fna,ERS3774468-megahit_003.fna,0.295981,0.704019
ERS6256687_24.0.refbinned.fa,ERS3774468-megahit_003.fna,0.013208687,0.9867913
GCA_905235185.1_RUG30205_genomic.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
GCF_002252585.1_ASM225258v1_genomic.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
SRS15300792-megahit_002.fna,ERS3774468-megahit_003.fna,0.013898492,0.9861015
ERS3887047-megahit_001.fna,ERS3774468-megahit_003.fna,0.017534912,0.9824651
ERS6205401-megahit_003.fna,ERS3774468-megahit_003.fna,0.014818728,0.9851813
CMC018.B-metaspades_092.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
ERS2985744-megahit_003.fna,ERS3774468-megahit_003.fna,0.20360398,0.796396
SRS3078195-megahit_019.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
SRS15300790-megahit_001.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
GCA_017622775.1_ASM1762277v1_genomic.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
GCA_902762085.1_Rumen_uncultured_genome_RUG10738_genomic.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
ERS3774468-megahit_003.fna,ERS3774468-megahit_003.fna,0.0,1.0
ERSX0004103-megahit_004.fna,ERS3774468-megahit_003.fna,0.20360398,0.796396
GCA_902780425.1_Rumen_uncultured_genome_RUG12567_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
ERS2985777-megahit_004.fna,ERS3774468-megahit_003.fna,0.19729197,0.802708
GCA_902789715.1_Rumen_uncultured_genome_RUG13492_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
GCA_902801725.1_Rumen_uncultured_genome_RUG14697_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
ERS6256694-megahit_004.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
GCA_015062915.1_ASM1506291v1_genomic.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
ERS2985748-megahit_012.fna,ERS3774468-megahit_003.fna,0.19173098,0.808269
GCA_902795335.1_Rumen_uncultured_genome_RUG14054_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
ERS11702775-megahit_001.fna,ERS3774468-megahit_003.fna,0.19173098,0.808269
ERS2985774-megahit_002.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
GCF_001563245.1_ASM156324v1_genomic.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
GCA_902775725.1_Rumen_uncultured_genome_RUG12100_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
GCA_902781855.1_Rumen_uncultured_genome_RUG12711_genomic.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
SRS9263822-megahit_001.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
GCA_900314635.1_Rumen_uncultured_genome_RUG020_genomic.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
ERSX0004004-megahit_009.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
SRS6212655-megahit_001.fna,ERS3774468-megahit_003.fna,0.014559209,0.9854408
GCA_902764555.1_Rumen_uncultured_genome_RUG10969_genomic.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
ERS6256701-megahit_008.fna,ERS3774468-megahit_003.fna,0.017184377,0.9828156
GCA_017634055.1_ASM1763405v1_genomic.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
ERS2985765-megahit_001.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
SRS15300801-megahit_008.fna,ERS3774468-megahit_003.fna,0.20360398,0.796396
GCA_902785715.1_Rumen_uncultured_genome_RUG13099_genomic.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
ERS6205397-megahit_003.fna,ERS3774468-megahit_003.fna,0.013550818,0.9864492
GCA_017406825.1_ASM1740682v1_genomic.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
ERS11702752_24.0.refbinned.fa,ERS3774468-megahit_003.fna,0.026394486,0.9736055
SRS15300802-megahit_016.fna,ERS3774468-megahit_003.fna,0.015187204,0.9848128
ERS11702801-megahit_002.fna,ERS3774468-megahit_003.fna,0.21089697,0.78910303
ERS6205384_24.0.refbinned.fa,ERS3774468-megahit_003.fna,0.024291694,0.9757083
ERS3774422-megahit_018.fna,ERS3774468-megahit_003.fna,0.21089697,0.78910303
GCA_000437055.1_MGS186_genomic.fna,ERS3774468-megahit_003.fna,0.21089697,0.78910303
ERS11702722-megahit_001.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
SRS15300787-megahit_005.fna,ERS3774468-megahit_003.fna,0.079071105,0.9209289
GCA_900318035.1_Rumen_uncultured_genome_RUG344_genomic.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
ERS11702783-megahit_006.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
ERS11702806-megahit_001.fna,ERS3774468-megahit_003.fna,0.20360398,0.796396
SRS11653594-megahit_001.fna,ERS3774468-megahit_003.fna,0.014559209,0.9854408
GCA_015062905.1_ASM1506290v1_genomic.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
ERSX0004077-megahit_003.fna,ERS3774468-megahit_003.fna,0.021920502,0.9780795
GCA_900314615.1_Rumen_uncultured_genome_RUG018_genomic.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
GCA_017468685.1_ASM1746868v1_genomic.fna,ERS3774468-megahit_003.fna,0.19729197,0.802708
ERSX0004024-megahit_003.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
ERS6256709_24.0.refbinned.fa,ERS3774468-megahit_003.fna,0.0135015845,0.9864984
SRS3078197-megahit_004.fna,ERS3774468-megahit_003.fna,0.295981,0.704019
GCA_902771225.1_Rumen_uncultured_genome_RUG11657_genomic.fna,ERS3774468-megahit_003.fna,0.19729197,0.802708
SRS15300808-megahit_003.fna,ERS3774468-megahit_003.fna,0.19729197,0.802708
ERSX0004057-megahit_001.fna,ERS3774468-megahit_003.fna,0.020478904,0.9795211
ERS6205391-megahit_008.fna,ERS3774468-megahit_003.fna,0.012260377,0.9877396
GCA_902772665.1_Rumen_uncultured_genome_RUG11794_genomic.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
GCA_015063015.1_ASM1506301v1_genomic.fna,ERS3774468-megahit_003.fna,0.18676102,0.813239
GCA_017473945.1_ASM1747394v1_genomic.fna,ERS3774468-megahit_003.fna,0.19729197,0.802708
SRS15300805-megahit_015.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
ERS2985780-megahit_001.fna,ERS3774468-megahit_003.fna,0.20360398,0.796396
ERSX0004083-megahit_001.fna,ERS3774468-megahit_003.fna,0.19729197,0.802708
ERS11702746-megahit_001.fna,ERS3774468-megahit_003.fna,0.21089697,0.78910303
GCF_000151225.1_ASM15122v1_genomic.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
GCA_902798025.1_Rumen_uncultured_genome_RUG14331_genomic.fna,ERS3774468-megahit_003.fna,0.20360398,0.796396
ERS4042423-megahit_017.fna,ERS3774468-megahit_003.fna,0.01175642,0.9882436
SRS6212656-megahit_002.fna,ERS3774468-megahit_003.fna,0.01175642,0.9882436
ERS3636092-megahit_003.fna,ERS3774468-megahit_003.fna,0.011397421,0.9886026
GCA_905213915.1_SRR5580226-mag-bin.17_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
ERSX0004078-megahit_004.fna,ERS3774468-megahit_003.fna,0.0123999715,0.9876
GCA_015063005.1_ASM1506300v1_genomic.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
ERS2985746-megahit_002.fna,ERS3774468-megahit_003.fna,0.015888214,0.9841118
ERS11702760-megahit_001.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
GCF_000320505.1_ASM32050v2_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
GCF_000016525.1_ASM1652v1_genomic.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
ERS6205403-megahit_003.fna,ERS3774468-megahit_003.fna,0.031579196,0.9684208
GCF_003111625.1_ASM311162v1_genomic.fna,ERS3774468-megahit_003.fna,0.19173098,0.808269
GCA_902770715.1_Rumen_uncultured_genome_RUG11588_genomic.fna,ERS3774468-megahit_003.fna,0.21089697,0.78910303
GCA_002496065.1_ASM249606v1_genomic.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
GCA_016294135.1_ASM1629413v1_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
ERS11702811-megahit_001.fna,ERS3774468-megahit_003.fna,0.20360398,0.796396
ERS3774463-megahit_001.fna,ERS3774468-megahit_003.fna,0.009446621,0.9905534
GCA_902784195.1_Rumen_uncultured_genome_RUG12946_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
GCA_902788375.1_Rumen_uncultured_genome_RUG13366_genomic.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
CMC022.B-metaspades_058.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
GCA_017460025.1_ASM1746002v1_genomic.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
ERS11702724-megahit_001.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
ERS6205402-megahit_002.fna,ERS3774468-megahit_003.fna,0.025893986,0.974106
ERS6256699-megahit_003.fna,ERS3774468-megahit_003.fna,0.19173098,0.808269
GCA_017545145.1_ASM1754514v1_genomic.fna,ERS3774468-megahit_003.fna,0.21089697,0.78910303
ERSX0004085-megahit_001.fna,ERS3774468-megahit_003.fna,0.21089697,0.78910303
SRS7212804-megahit_003.fna,ERS3774468-megahit_003.fna,0.010483503,0.9895165
ERS11702739-megahit_001.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
SRS7967576-megahit_005.fna,ERS3774468-megahit_003.fna,0.01655519,0.9834448
SRS7212802-megahit_001.fna,ERS3774468-megahit_003.fna,0.01843518,0.9815648
GCA_905209735.1_ERR260234-mag-bin.14_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
ERS11702729-megahit_003.fna,ERS3774468-megahit_003.fna,0.012871981,0.987128
GCA_017512765.1_ASM1751276v1_genomic.fna,ERS3774468-megahit_003.fna,0.21089697,0.78910303
ERS2985784-megahit_016.fna,ERS3774468-megahit_003.fna,0.21089697,0.78910303
GCA_902786715.1_Rumen_uncultured_genome_RUG13199_genomic.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
ERSX0004102-megahit_004.fna,ERS3774468-megahit_003.fna,0.20360398,0.796396
ERS6955108-megahit_007.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
GCA_902777105.1_Rumen_uncultured_genome_RUG12237_genomic.fna,ERS3774468-megahit_003.fna,0.295981,0.704019
GCA_902777885.1_Rumen_uncultured_genome_RUG12316_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
ERS11702805-megahit_004.fna,ERS3774468-megahit_003.fna,0.21089697,0.78910303
SRS15300811-megahit_016.fna,ERS3774468-megahit_003.fna,0.18226898,0.817731
ERS6256689-megahit_001.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
SRS15300788-megahit_004.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
SRS3078200-megahit_001.fna,ERS3774468-megahit_003.fna,0.19173098,0.808269
GCF_001477655.1_ASM147765v1_genomic.fna,ERS3774468-megahit_003.fna,0.19173098,0.808269
ERS6205392-megahit_003.fna,ERS3774468-megahit_003.fna,0.012167871,0.9878321
GCA_902782595.1_Rumen_uncultured_genome_RUG12789_genomic.fna,ERS3774468-megahit_003.fna,0.21089697,0.78910303
ERS11702779-megahit_001.fna,ERS3774468-megahit_003.fna,0.20360398,0.796396
SRS6212649-megahit_002.fna,ERS3774468-megahit_003.fna,0.013550818,0.9864492
GCA_017519255.1_ASM1751925v1_genomic.fna,ERS3774468-megahit_003.fna,0.20360398,0.796396
ERS11702776-megahit_003.fna,ERS3774468-megahit_003.fna,0.013257325,0.9867427
SRS7212788-megahit_002.fna,ERS3774468-megahit_003.fna,0.012681901,0.9873181
ERS2985761-megahit_001.fna,ERS3774468-megahit_003.fna,0.19729197,0.802708
GCA_902785855.1_Rumen_uncultured_genome_RUG13115_genomic.fna,ERS3774468-megahit_003.fna,0.19729197,0.802708
SRS7890498-megahit_001.fna,ERS3774468-megahit_003.fna,0.295981,0.704019
ERSX0002001-megahit_041.fna,ERS3774468-megahit_003.fna,0.0130156875,0.9869843
ERS6205390_24.0.refbinned.fa,ERS3774468-megahit_003.fna,0.019435227,0.9805648
ERS2985751-megahit_004.fna,ERS3774468-megahit_003.fna,0.19729197,0.802708
GCA_902789165.1_Rumen_uncultured_genome_RUG13441_genomic.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
ERS3395767_24.0.refbinned.fa,ERS3774468-megahit_003.fna,0.0244475,0.9755525
ERS6256701-megahit_003.fna,ERS3774468-megahit_003.fna,0.15661901,0.843381
ERS6256713-megahit_010.fna,ERS3774468-megahit_003.fna,0.017242372,0.9827576
ERS11702800_24.0.refbinned.fa,ERS3774468-megahit_003.fna,0.02352649,0.9764735
ERS6256700-megahit_008.fna,ERS3774468-megahit_003.fna,0.022710681,0.9772893
GCA_902775005.1_Rumen_uncultured_genome_RUG12025_genomic.fna,ERS3774468-megahit_003.fna,0.295981,0.704019
GCF_002208625.1_ASM220862v1_genomic.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
GCA_900766745.1_SRS475589_67_genomic.fna,ERS3774468-megahit_003.fna,0.295981,0.704019
ERS6256698_26.0.refbinned.fa,ERS3774468-megahit_003.fna,0.178173,0.821827
GCA_902406285.1_UHGG_MGYG-HGUT-04283_genomic.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
SRS3078204-megahit_013.fna,ERS3774468-megahit_003.fna,0.012167871,0.9878321
GCF_003111605.1_ASM311160v1_genomic.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
GCA_902774505.1_Rumen_uncultured_genome_RUG11980_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
ERS6256718-megahit_006.fna,ERS3774468-megahit_003.fna,0.18676102,0.813239
GCA_900315215.1_Rumen_uncultured_genome_RUG076_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
GCA_009784145.1_ASM978414v1_genomic.fna,ERS3774468-megahit_003.fna,0.295981,0.704019
GCA_902788255.1_Rumen_uncultured_genome_RUG13354_genomic.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
ERS6256688-megahit_005.fna,ERS3774468-megahit_003.fna,0.178173,0.821827
SRS6212660_25.0.refbinned.fa,ERS3774468-megahit_003.fna,0.121010005,0.87899
GCA_902775675.1_Rumen_uncultured_genome_RUG12086_genomic.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
ERS11702771_24.0.refbinned.fa,ERS3774468-megahit_003.fna,0.018992484,0.9810075
ERS3774441-megahit_007.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
GCA_002509605.1_ASM250960v1_genomic.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
ERS11702770-megahit_001.fna,ERS3774468-megahit_003.fna,0.19729197,0.802708
ERS11702795-megahit_002.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
GCA_902781165.1_Rumen_uncultured_genome_RUG12644_genomic.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
ERS6636085-megahit_010.fna,ERS3774468-megahit_003.fna,0.009446621,0.9905534
SRS11653545_22.0.refbinned.fa,ERS3774468-megahit_003.fna,1.0,0.0
GCA_900315355.1_Rumen_uncultured_genome_RUG092_genomic.fna,ERS3774468-megahit_003.fna,0.23010999,0.76989
GCA_015062985.1_ASM1506298v1_genomic.fna,ERS3774468-megahit_003.fna,0.21089697,0.78910303
ERS6636099-megahit_015.fna,ERS3774468-megahit_003.fna,0.01130861,0.9886914
GCA_905233225.1_RUG30013_genomic.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
GCA_017409525.1_ASM1740952v1_genomic.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
GCA_017459665.1_ASM1745966v1_genomic.fna,ERS3774468-megahit_003.fna,0.19729197,0.802708
ERS11702814-megahit_003.fna,ERS3774468-megahit_003.fna,0.20360398,0.796396
ERS11702747-megahit_001.fna,ERS3774468-megahit_003.fna,0.15422297,0.84577703
ERS11702731-megahit_001.fna,ERS3774468-megahit_003.fna,0.016330719,0.9836693
ERSX0004066-megahit_005.fna,ERS3774468-megahit_003.fna,0.21089697,0.78910303
GCF_001639285.1_ASM163928v1_genomic.fna,ERS3774468-megahit_003.fna,0.295981,0.704019
GCA_902758515.1_Rumen_uncultured_genome_RUG10376_genomic.fna,ERS3774468-megahit_003.fna,0.295981,0.704019
GCA_015062925.1_ASM1506292v1_genomic.fna,ERS3774468-megahit_003.fna,0.19729197,0.802708
ERS6256727-megahit_003.fna,ERS3774468-megahit_003.fna,0.010783613,0.9892164
GCA_902802295.1_Rumen_uncultured_genome_RUG14756_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
ERS5113011_24.0.refbinned.fa,ERS3774468-megahit_003.fna,0.018374085,0.9816259
GCA_009776495.1_ASM977649v1_genomic.fna,ERS3774468-megahit_003.fna,1.0,0.0
GCF_002072215.1_ASM207221v1_genomic.fna,ERS3774468-megahit_003.fna,0.243761,0.756239
GCA_902770905.1_Rumen_uncultured_genome_RUG11608_genomic.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
ERS3774469-megahit_013.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
ERS2985750-megahit_019.fna,ERS3774468-megahit_003.fna,0.20360398,0.796396
ERSX0003003-megahit_035.fna,ERS3774468-megahit_003.fna,0.012353301,0.9876467
GCA_902765435.1_Rumen_uncultured_genome_RUG11063_genomic.fna,ERS3774468-megahit_003.fna,0.219531,0.780469
ERS11702749-megahit_003.fna,ERS3774468-megahit_003.fna,0.19173098,0.808269
SRS4625248-megahit_007.fna,ERS3774468-megahit_003.fna,0.014975905,0.9850241
ERS6256693-megahit_008.fna,ERS3774468-megahit_003.fna,0.263022,0.736978
ERS6256687_22.0.refbinned.fa,ERS3774468-megahit_003.fna,1.0,0.0
GCA_902770085.1_Rumen_uncultured_genome_RUG11531_genomic.fna,ERS3774468-megahit_003.fna,0.20360398,0.796396
ERS6256716-megahit_012.fna,ERS3774468-megahit_003.fna,0.18226898,0.817731
