out_type	Class	Industry	Bin	Type	Sub_type	Alt_sub_type	Full_type	GC_pct	completeness	contamination	checkM2.completeness	checkM2.contamination	primary_cluster	secondary_cluster	length	N50	gtdb_taxonomy	MAG_source	fBAPS_l1	fBAPS_l2	Study	Age_BP	Continent	Country	sample_host	Host	GUNC.n_contigs	checkM.N50_contigs	QUAL	Secondary_sample_accession	latitude	longitude	Present
known	2	ancient	ERS2985775.bin.r.8	II	D		II-D	42.2	92.2	0.71	94.22	0.31	211	211_1	1505629	98899	g__RGIG7111;s__	Ancient	3	10	Velsko2019	200	Europe	England	Homo	Human	39	98899	High_w_GUNC	ERS2985775	51.752	-1.257	Yes
known	1	ancient	ERS2985775.bin.r.8	I	C		I-C	42.2	92.2	0.71	94.22	0.31	211	211_1	1505629	98899	g__RGIG7111;s__	Ancient	3	10	Velsko2019	200	Europe	England	Homo	Human	39	98899	High_w_GUNC	ERS2985775	51.752	-1.257	Yes
known	2	ancient	ERS2985776.bin.r.12	II	A		II-A	42.5	94.33	1.42	99.49	0.99	211	211_1	1556109	139397	g__RGIG7111;s__	Ancient	2	5	Velsko2019	200	Europe	England	Homo	Human	29	139397	High_w_GUNC	ERS2985776	51.752	-1.257	Yes
known	2	ancient	ERS2985776.bin.r.12	II	D		II-D	42.5	94.33	1.42	99.49	0.99	211	211_1	1556109	139397	g__RGIG7111;s__	Ancient	2	5	Velsko2019	200	Europe	England	Homo	Human	29	139397	High_w_GUNC	ERS2985776	51.752	-1.257	Yes
known	2	ancient	ERS2985777.bin.r.1	II	D		II-D	42.5	94.33	0.35	100	0.21	211	211_1	1382435	97431	g__RGIG7111;s__	Ancient	2	5	Velsko2019	200	Europe	England	Homo	Human	31	97431	High_w_GUNC	ERS2985777	51.752	-1.257	Yes
known	2	ancient	ERS2985779.bin.r.2	II	D		II-D	42.8	91.58	0.35	98.08	0.39	211	211_1	1458171	27574	g__RGIG7111;s__	Ancient	4	13	Velsko2019	200	Europe	England	Homo	Human	94	27574	High_w_GUNC	ERS2985779	51.752	-1.257	Yes
known	1	ancient	ERS2985779.bin.r.2	I	E		I-E	42.8	91.58	0.35	98.08	0.39	211	211_1	1458171	27574	g__RGIG7111;s__	Ancient	4	13	Velsko2019	200	Europe	England	Homo	Human	94	27574	High_w_GUNC	ERS2985779	51.752	-1.257	Yes
known	2	ancient	ERS2985780.bin.r.3	II	D		II-D	42.9	94.33	0	99.55	0.09	211	211_1	1570417	82829	g__RGIG7111;s__	Ancient	4	13	Velsko2019	200	Europe	England	Homo	Human	52	82829	High_w_GUNC	ERS2985780	51.752	-1.257	Yes
known	2	ancient	ERS2985784.bin.r.6	II	D		II-D	42.9	95.04	1.42	99.57	0.79	211	211_1	1424507	86700	g__RGIG7111;s__	Ancient	6	19	Velsko2019	200	Europe	England	Homo	Human	52	86700	High_w_GUNC	ERS2985784	51.752	-1.257	Yes
known	2	ancient	ERS3636092.bin.r.8	II	D		II-D	42.9	93.97	0.02	99.14	0.19	211	211_1	1256946	48387	g__RGIG7111;s__	Ancient	4	13	Neukamm2020	4000	Africa	Egypt	Homo	Human	44	48387	High_w_GUNC	ERS3636092	29.24	31.1	Yes
known	2	ancient	ERS3774418.bin.r.2	II	D		II-D	43	86.88	0.63	93.71	0.14	211	211_1	1429083	11856	g__RGIG7111;s__	Ancient	4	13	FellowsYates2021-nonhumanDNA	200	Africa	Liberia	Pan	Chimpanzee	197	11856	Med_w_GUNC	ERS3774418	6.428	-9.429	Yes
known	2	ancient	ERS3774422.bin.r.21	II	A		II-A	42.3	90.78	0	93.26	0.13	211	211_1	1389938	98394	g__RGIG7111;s__	Ancient	6	20	FellowsYates2021-nonhumanDNA	200	Africa	Uganda	Pan	Chimpanzee	28	98394	High_w_GUNC	ERS3774422	0.48	30.38	Yes
known	2	ancient	ERS3774422.bin.r.21	II	D		II-D	42.3	90.78	0	93.26	0.13	211	211_1	1389938	98394	g__RGIG7111;s__	Ancient	6	20	FellowsYates2021-nonhumanDNA	200	Africa	Uganda	Pan	Chimpanzee	28	98394	High_w_GUNC	ERS3774422	0.48	30.38	Yes
known	1	ancient	ERS3774422.bin.r.21	III	A		III-A	42.3	90.78	0	93.26	0.13	211	211_1	1389938	98394	g__RGIG7111;s__	Ancient	6	20	FellowsYates2021-nonhumanDNA	200	Africa	Uganda	Pan	Chimpanzee	28	98394	High_w_GUNC	ERS3774422	0.48	30.38	Yes
known	2	ancient	ERS3774460.bin.r.6	II	D		II-D	42.7	94.33	0	99.34	0.11	211	211_1	1417712	52926	g__RGIG7111;s__	Ancient	5	14	FellowsYates2021-humanaDNA	9300	Europe	Spain	Homo	Human	66	52926	High_w_GUNC	ERS3774460	38.919	-0.121	Yes
known	1	ancient	ERS3774460.bin.r.6	I	E		I-E	42.7	94.33	0	99.34	0.11	211	211_1	1417712	52926	g__RGIG7111;s__	Ancient	5	14	FellowsYates2021-humanaDNA	9300	Europe	Spain	Homo	Human	66	52926	High_w_GUNC	ERS3774460	38.919	-0.121	Yes
known	2	ancient	ERS3774465.bin.r.2	II	D		II-D	42.7	93.62	0.71	100	0.21	211	211_1	1364212	23125	g__RGIG7111;s__	Ancient	4	13	FellowsYates2021-humanaDNA	4500	Africa	Ethiopia	Homo	Human	89	23125	High_w_GUNC	ERS3774465	7.29	37.47	Yes
known	2	ancient	ERS3774468.bin.r.2	II	D		II-D	42.8	94.33	0	99.48	0.1	211	211_1	1366658	82992	g__RGIG7111;s__	Ancient	5	14	FellowsYates2021-humanaDNA	9200	Europe	Germany	Homo	Human	31	82992	High_w_GUNC	ERS3774468	48.818	10.45	Yes
known	2	ancient	ERS3774474.bin.r.1	II	D		II-D	42.6	82.37	1.77	88.42	1.23	211	211_1	1183225	4362	g__RGIG7111;s__	Ancient	6	21	FellowsYates2021-humanaDNA	300	Africa	Morocco	Homo	Human	355	4362	Med_w_GUNC	ERS3774474	31.51	-9.76	Yes
known	1	ancient	ERS3774474.bin.r.1	I	E		I-E	42.6	82.37	1.77	88.42	1.23	211	211_1	1183225	4362	g__RGIG7111;s__	Ancient	6	21	FellowsYates2021-humanaDNA	300	Africa	Morocco	Homo	Human	355	4362	Med_w_GUNC	ERS3774474	31.51	-9.76	Yes
known	1	ancient	ERS3774477.bin.r.1	I	E		I-E	42.6	88.38	0.71	92.3	0.87	211	211_1	1250620	8321	g__RGIG7111;s__	Ancient	6	19	FellowsYates2021-humanaDNA	300	Europe	Portugal	Homo	Human	199	8321	Med_w_GUNC	ERS3774477	31.51	-9.76	Yes
known	1	ancient	ERS3774477.bin.r.1	I	E		I-E	42.6	88.38	0.71	92.3	0.87	211	211_1	1250620	8321	g__RGIG7111;s__	Ancient	6	19	FellowsYates2021-humanaDNA	300	Europe	Portugal	Homo	Human	199	8321	Med_w_GUNC	ERS3774477	31.51	-9.76	Yes
known	2	ancient	ERS3774482.bin.r.3	II	D		II-D	42.7	91.49	0	98.91	0.13	211	211_1	1334546	20398	g__RGIG7111;s__	Ancient	6	17	FellowsYates2021-humanaDNA	200	Africa	South Africa	Homo	Human	108	20398	High_w_GUNC	ERS3774482	-34.03	18.46	Yes
known	2	ancient	ERS3887047.bin.r.3	II	D		II-D	44.2	58.16	0.73	66.82	1.11	211	211_1	764190	2091	g__RGIG7111;s__	Ancient	6	21	Ottoni2019	100	Africa	Egypt	Papio	Baboon	393	2091	Med_w_GUNC	ERS3887047	39.97	-75.19	Yes
known	2	ancient	ERS4042406.bin.r.4	II	D		II-D	42.4	92.91	0	97.03	0.06	211	211_1	1408690	81454	g__RGIG7111;s__	Ancient	6	20	Fagernas2020	1500	Europe	Great Britain	Homo	Human	36	81454	High_w_GUNC	ERS4042406	53.951	-1.1	Yes
known	1	ancient	ERS4042423.bin.r.10	I	E		I-E	42.4	94.33	0	99.13	0.14	211	211_1	1423098	103373	g__RGIG7111;s__	Ancient	3	10	Fagernas2020	1100	Europe	Spain	Homo	Human	27	103373	High_w_GUNC	ERS4042423	42.84	-2.517	Yes
known	2	ancient	ERS4042423.bin.r.10	II	D		II-D	42.4	94.33	0	99.13	0.14	211	211_1	1423098	103373	g__RGIG7111;s__	Ancient	3	10	Fagernas2020	1100	Europe	Spain	Homo	Human	27	103373	High_w_GUNC	ERS4042423	42.84	-2.517	Yes
known	2	ancient	ERS4042427.bin.r.2	II	D		II-D	42.3	94.33	0	99.51	0.1	211	211_1	1527852	113450	g__RGIG7111;s__	Ancient	4	13	Fagernas2020	1100	Europe	Spain	Homo	Human	42	113450	High_w_GUNC	ERS4042427	42.84	-2.517	Yes
known	2	ancient	ERS4042431.bin.r.1	II	D		II-D	42.6	92.91	0	95.7	0.06	211	211_1	1398724	103363	g__RGIG7111;s__	Ancient	6	20	Fagernas2020	1000	Europe	Spain	Homo	Human	26	103363	High_w_GUNC	ERS4042431	42.84	-2.517	Yes
known	2	ancient	ERS4042435.bin.r.12	II	D		II-D	42.6	94.33	0	100	0.12	211	211_1	1402050	52885	g__RGIG7111;s__	Ancient	6	19	Fagernas2020	700	Europe	Great Britain	Homo	Human	46	52885	High_w_GUNC	ERS4042435	53.91	-1.29	Yes
known	1	ancient	ERS6205386.bin.r.4	I	E		I-E	42.5	85.82	0.73	94.74	2.12	211	211_1	1279509	7375	g__RGIG7111;s__	Ancient	4	13	Granehall2021	4800	Europe	Italy	Homo	Human	252	7375	Med_w_GUNC	ERS6205386	46.09	11.12	Yes
known	1	ancient	ERS6205386.bin.r.4	I	E		I-E	42.5	85.82	0.73	94.74	2.12	211	211_1	1279509	7375	g__RGIG7111;s__	Ancient	4	13	Granehall2021	4800	Europe	Italy	Homo	Human	252	7375	Med_w_GUNC	ERS6205386	46.09	11.12	Yes
known	1	ancient	ERS6205386.bin.r.4	I	E		I-E	42.5	85.82	0.73	94.74	2.12	211	211_1	1279509	7375	g__RGIG7111;s__	Ancient	4	13	Granehall2021	4800	Europe	Italy	Homo	Human	252	7375	Med_w_GUNC	ERS6205386	46.09	11.12	Yes
known	2	ancient	ERS6205387.bin.r.5	II	D		II-D	42.8	94.33	0	99.42	0.07	211	211_1	1386964	49983	g__RGIG7111;s__	Ancient	4	13	Granehall2021	4800	Europe	Italy	Homo	Human	67	49983	High_w_GUNC	ERS6205387	46.09	11.12	Yes
known	2	ancient	ERS6205391.bin.r.9	II	D		II-D	42.3	94.33	0	100	0.17	211	211_1	1475481	98578	g__RGIG7111;s__	Ancient	6	18	Granehall2021	1300	Europe	Italy	Homo	Human	55	98578	High_w_GUNC	ERS6205391	46.32	11.29	Yes
known	2	ancient	ERS6205392.bin.r.2	II	D		II-D	42.6	94.33	0	98.81	0.38	211	211_1	1386262	34850	g__RGIG7111;s__	Ancient	6	17	Granehall2021	1300	Europe	Italy	Homo	Human	63	34850	High_w_GUNC	ERS6205392	46.53	11.26	Yes
known	2	ancient	ERS6205395.bin.r.1	II	D		II-D	42.5	92.91	0	98.67	0.08	211	211_1	1467587	64435	g__RGIG7111;s__	Ancient	6	20	Granehall2021	1300	Europe	Italy	Homo	Human	58	64435	High_w_GUNC	ERS6205395	46.69	11.14	Yes
known	1	ancient	ERS6205395.bin.r.1	I	E		I-E	42.5	92.91	0	98.67	0.08	211	211_1	1467587	64435	g__RGIG7111;s__	Ancient	6	20	Granehall2021	1300	Europe	Italy	Homo	Human	58	64435	High_w_GUNC	ERS6205395	46.69	11.14	Yes
known	2	ancient	ERS6205396.bin.r.1	II	D		II-D	42.4	94.33	0	99.47	0.12	211	211_1	1469273	98722	g__RGIG7111;s__	Ancient	3	8	Granehall2021	1300	Europe	Italy	Homo	Human	43	98722	High_w_GUNC	ERS6205396	46.69	11.14	Yes
known	2	ancient	ERS6205396.bin.r.1	II	A		II-A	42.4	94.33	0	99.47	0.12	211	211_1	1469273	98722	g__RGIG7111;s__	Ancient	3	8	Granehall2021	1300	Europe	Italy	Homo	Human	43	98722	High_w_GUNC	ERS6205396	46.69	11.14	Yes
known	2	ancient	ERS6205397.bin.r.1	II	D		II-D	42.3	93.62	0	100	0.35	211	211_1	1480534	82842	g__RGIG7111;s__	Ancient	6	18	Granehall2021	1300	Europe	Italy	Homo	Human	43	82842	High_w_GUNC	ERS6205397	46.64	10.67	Yes
known	1	ancient	ERS6205398.bin.r.8	I	E		I-E	42.5	93.97	0	99.75	0.11	211	211_1	1397323	95056	g__RGIG7111;s__	Ancient	3	10	Granehall2021	1300	Europe	Italy	Homo	Human	61	95056	High_w_GUNC	ERS6205398	46.7	10.52	Yes
known	2	ancient	ERS6205398.bin.r.8	II	D		II-D	42.5	93.97	0	99.75	0.11	211	211_1	1397323	95056	g__RGIG7111;s__	Ancient	3	10	Granehall2021	1300	Europe	Italy	Homo	Human	61	95056	High_w_GUNC	ERS6205398	46.7	10.52	Yes
known	2	ancient	ERS6205399.bin.r.1	II	D		II-D	42.3	92.91	0	99.37	0.12	211	211_1	1443335	104508	g__RGIG7111;s__	Ancient	6	19	Granehall2021	1300	Europe	Italy	Homo	Human	36	104508	High_w_GUNC	ERS6205399	46.7	10.52	Yes
known	1	ancient	ERS6205399.bin.r.1	I	E		I-E	42.3	92.91	0	99.37	0.12	211	211_1	1443335	104508	g__RGIG7111;s__	Ancient	6	19	Granehall2021	1300	Europe	Italy	Homo	Human	36	104508	High_w_GUNC	ERS6205399	46.7	10.52	Yes
known	2	ancient	ERS6205401.bin.r.4	II	A		II-A	42.4	94.33	0	99.47	0.38	211	211_1	1498646	101814	g__RGIG7111;s__	Ancient	3	8	Granehall2021	1300	Europe	Italy	Homo	Human	49	101814	High_w_GUNC	ERS6205401	46.73	11.67	Yes
known	2	ancient	ERS6205401.bin.r.4	II	D		II-D	42.4	94.33	0	99.47	0.38	211	211_1	1498646	101814	g__RGIG7111;s__	Ancient	3	8	Granehall2021	1300	Europe	Italy	Homo	Human	49	101814	High_w_GUNC	ERS6205401	46.73	11.67	Yes
known	2	ancient	ERS6256688.bin.r.3	II	D		II-D	42.5	93.62	2.13	98.25	2.45	211	211_1	1495102	45200	g__RGIG7111;s__	Ancient	6	18	Ottoni2021	400	Europe	Serbia	Homo	Human	73	45200	High_w_GUNC	ERS6256688	44.557	22.026	Yes
known	2	ancient	ERS6256693.bin.r.15	II	D		II-D	42.8	93.62	0	99.87	0.11	211	211_1	1276075	36777	g__RGIG7111;s__	Ancient	5	14	Ottoni2021	9300	Europe	Serbia	Homo	Human	59	36777	High_w_GUNC	ERS6256693	44.6	22	Yes
known	1	ancient	ERS6256698.bin.r.9	I	E		I-E	42.8	89.65	1.06	92.89	0.11	211	211_1	1317495	23364	g__RGIG7111;s__	Ancient	5	14	Ottoni2021	7600	Europe	Serbia	Homo	Human	84	23364	Med_w_GUNC	ERS6256698	44.53	22.05	Yes
known	2	ancient	ERS6256698.bin.r.9	II	D		II-D	42.8	89.65	1.06	92.89	0.11	211	211_1	1317495	23364	g__RGIG7111;s__	Ancient	5	14	Ottoni2021	7600	Europe	Serbia	Homo	Human	84	23364	Med_w_GUNC	ERS6256698	44.53	22.05	Yes
known	2	ancient	ERS6256699.bin.r.19	II	D		II-D	43.3	93.05	0.73	98.15	0.27	211	211_1	1473808	43909	g__RGIG7111;s__	Ancient	4	13	Ottoni2021	7000	Europe	Serbia	Homo	Human	62	43909	High_w_GUNC	ERS6256699	44.53	22.05	Yes
known	2	ancient	ERS6256700.bin.r.5	II	D		II-D	43.1	69.89	0.02	83.86	2.39	211	211_1	850386	4668	g__RGIG7111;s__	Ancient	5	14	Ottoni2021	8100	Europe	Serbia	Homo	Human	224	4668	Med_w_GUNC	ERS6256700	44.53	22.05	Yes
known	2	ancient	ERS6256701.bin.r.1	II	D		II-D	43	94.33	0.16	97.84	0.74	211	211_1	1339722	43956	g__RGIG7111;s__	Ancient	5	14	Ottoni2021	7600	Europe	Serbia	Homo	Human	52	43956	High_w_GUNC	ERS6256701	44.53	22.05	Yes
known	1	ancient	ERS6256702.bin.r.4	I	C		I-C	42.3	94.33	0	99.24	0.17	211	211_1	1492797	91583	g__RGIG7111;s__	Ancient	5	14	Ottoni2021	8100	Europe	Serbia	Homo	Human	39	91583	High_w_GUNC	ERS6256702	44.53	22.05	Yes
known	2	ancient	ERS6256702.bin.r.4	II	D		II-D	42.3	94.33	0	99.24	0.17	211	211_1	1492797	91583	g__RGIG7111;s__	Ancient	5	14	Ottoni2021	8100	Europe	Serbia	Homo	Human	39	91583	High_w_GUNC	ERS6256702	44.53	22.05	Yes
known	2	ancient	ERS6256704.bin.r.18	II	D		II-D	42.9	91.49	0.02	95.28	1.1	211	211_1	1303286	83710	g__RGIG7111;s__	Ancient	5	14	Ottoni2021	7600	Europe	Serbia	Homo	Human	34	83710	High_w_GUNC	ERS6256704	44.53	22.05	Yes
known	2	ancient	ERS6256705.bin.r.2	II	D		II-D	42.8	81.74	1.77	87.01	1.84	211	211_1	1116215	5944	g__RGIG7111;s__	Ancient	5	14	Ottoni2021	7500	Europe	Serbia	Homo	Human	229	5944	Med_w_GUNC	ERS6256705	44.636	22.3	Yes
known	2	ancient	ERS6256708.bin.r.14	II	D		II-D	43	86.86	0	90.79	0.07	211	211_1	1199257	15264	g__RGIG7111;s__	Ancient	4	13	Ottoni2021	7100	Europe	Serbia	Homo	Human	113	15264	Med_w_GUNC	ERS6256708	44.59	22.67	Yes
known	2	ancient	ERS6256712.bin.r.1	II	D		II-D	43.2	91.49	2.2	91.88	0.32	211	211_1	1225688	12518	g__RGIG7111;s__	Ancient	3	9	Ottoni2021	7400	Europe	Romania	Homo	Human	137	12518	High_w_GUNC	ERS6256712	44.62	22.61	Yes
known	1	ancient	ERS6256712.bin.r.1	I	E		I-E	43.2	91.49	2.2	91.88	0.32	211	211_1	1225688	12518	g__RGIG7111;s__	Ancient	3	9	Ottoni2021	7400	Europe	Romania	Homo	Human	137	12518	High_w_GUNC	ERS6256712	44.62	22.61	Yes
known	2	ancient	ERS6256713.bin.r.8	II	D		II-D	42.8	88.65	0.89	96.16	0.17	211	211_1	1334772	27908	g__RGIG7111;s__	Ancient	6	18	Ottoni2021	7400	Europe	Romania	Homo	Human	79	27908	Med_w_GUNC	ERS6256713	44.62	22.61	Yes
known	1	ancient	ERS6256718.bin.r.8	I	E		I-E	42.8	93.51	0	95.98	0.1	211	211_1	1352805	55478	g__RGIG7111;s__	Ancient	5	14	Ottoni2021	14800	Europe	Italy	Homo	Human	41	55478	High_w_GUNC	ERS6256718	41.96	13.56	Yes
known	2	ancient	ERS6256718.bin.r.8	II	D		II-D	42.8	93.51	0	95.98	0.1	211	211_1	1352805	55478	g__RGIG7111;s__	Ancient	5	14	Ottoni2021	14800	Europe	Italy	Homo	Human	41	55478	High_w_GUNC	ERS6256718	41.96	13.56	Yes
known	1	ancient	ERS6256724.bin.r.9	I	C		I-C	42.4	51.79	3.1	44.62	3.5	211	211_1	796606	1629	g__RGIG7111;s__	Ancient	4	13	Ottoni2021	5700	Europe	Italy	Homo	Human	492	1629	Med_w_GUNC	ERS6256724	44.162	8.328	Yes
known	2	ancient	ERS6636099.bin.r.2	II	D		II-D	42.7	94.33	0	99.84	0.11	211	211_1	1346084	91624	g__RGIG7111;s__	Ancient	4	13	Fagernas2022	4700	Europe	Spain	Homo	Human	36	91624	High_w_GUNC	ERS6636099	38.102	-1.865	Yes
known	1	ancient	ERS6636099.bin.r.2	I	E		I-E	42.7	94.33	0	99.84	0.11	211	211_1	1346084	91624	g__RGIG7111;s__	Ancient	4	13	Fagernas2022	4700	Europe	Spain	Homo	Human	36	91624	High_w_GUNC	ERS6636099	38.102	-1.865	Yes
known	2	ancient	ERS6636154.bin.r.10	II	D		II-D	42.9	94.33	0.71	98.94	0.13	211	211_1	1530666	82666	g__RGIG7111;s__	Ancient	4	13	Fagernas2022	4700	Europe	Spain	Homo	Human	49	82666	High_w_GUNC	ERS6636154	38.102	-1.865	Yes
known	2	ancient	ERSX0002001.bin.r.19	II	D		II-D	42.5	87.23	0	97.7	0.09	211	211_1	1232186	127561	g__RGIG7111;s__	Ancient	3	8	RIII2023	700	Europe	Great Britain	Homo	Human	21	127561	Med_w_GUNC	ERSX0002001	52.633	-1.136	Yes
known	2	ancient	ERSX0002001.bin.r.19	II	A		II-A	42.5	87.23	0	97.7	0.09	211	211_1	1232186	127561	g__RGIG7111;s__	Ancient	3	8	RIII2023	700	Europe	Great Britain	Homo	Human	21	127561	Med_w_GUNC	ERSX0002001	52.633	-1.136	Yes
known	2	ancient	ERSX0003001.bin.r.16	II	D		II-D	42.7	93.62	0	99.74	0.1	211	211_1	1283429	97393	g__RGIG7111;s__	Ancient	4	13	SMH2023	700	Europe	Germany	Homo	Human	26	97393	High_w_GUNC	ERSX0003001	48.839	9.227	Yes
known	2	ancient	ERSX0003003.bin.r.18	II	D		II-D	42.5	93.62	0	97.34	0.65	211	211_1	1449619	103365	g__RGIG7111;s__	Ancient	4	13	SMH2023	700	Europe	Germany	Homo	Human	35	103365	High_w_GUNC	ERSX0003003	48.839	9.227	Yes
known	2	ancient	ERSX0004017.bin.r.2	II	D		II-D	42.5	94.33	0	100	0.13	211	211_1	1453275	82406	g__RGIG7111;s__	Ancient	6	21	PacificCalculus	653	Oceania	Efate	Homo	Human	51	82406	High_w_GUNC	ERSX0004017	-17.6358	168.2048	Yes
known	2	ancient	ERSX0004019.bin.r.5	II	D		II-D	42.9	91.11	0	97.01	0.09	211	211_1	1296666	34986	g__RGIG7111;s__	Ancient	5	15	PacificCalculus	140	Oceania	Efate	Homo	Human	55	34986	High_w_GUNC	ERSX0004019	-17.7994	168.5396	Yes
known	2	ancient	ERSX0004021.bin.r.8	II	D		II-D	42.7	92.55	0	95.78	0.1	211	211_1	1410193	32109	g__RGIG7111;s__	Ancient	6	21	PacificCalculus	150	Oceania	Efate	Homo	Human	79	32109	High_w_GUNC	ERSX0004021	-17.7994	168.5396	Yes
known	1	ancient	ERSX0004050.bin.r.2	III	A		III-A	43.8	74.69	1.77	83.53	1.23	211	211_1	1005784	2637	g__RGIG7111;s__	Ancient	5	15	PacificCalculus	2200	Oceania	Vao	Homo	Human	431	2637	Med_w_GUNC	ERSX0004050	-15.8979	167.3091	Yes
known	1	ancient	ERSX0004057.bin.r.4	I	C		I-C	42.7	94.33	0	99.27	0.12	211	211_1	1532507	73107	g__RGIG7111;s__	Ancient	5	15	PacificCalculus	400	Asia	Taiwan	Homo	Human	39	73107	High_w_GUNC	ERSX0004057	25.155	121.764	Yes
known	2	ancient	ERSX0004057.bin.r.4	II	D		II-D	42.7	94.33	0	99.27	0.12	211	211_1	1532507	73107	g__RGIG7111;s__	Ancient	5	15	PacificCalculus	400	Asia	Taiwan	Homo	Human	39	73107	High_w_GUNC	ERSX0004057	25.155	121.764	Yes
known	2	ancient	ERSX0004058.bin.r.4	II	D		II-D	42.9	92.2	1.89	92.63	0.21	211	211_1	1332175	14663	g__RGIG7111;s__	Ancient	6	19	PacificCalculus	400	Asia	Taiwan	Homo	Human	140	14663	High_w_GUNC	ERSX0004058	25.155	121.764	Yes
known	2	ancient	ERSX0004059.bin.r.2	II	D		II-D	42.8	94.33	0	100	0.26	211	211_1	1435009	83877	g__RGIG7111;s__	Ancient	6	18	PacificCalculus	400	Asia	Taiwan	Homo	Human	37	83877	High_w_GUNC	ERSX0004059	25.155	121.764	Yes
known	1	ancient	ERSX0004066.bin.r.3	I	E		I-E	42.8	89.36	3.55	92.24	4.26	211	211_1	1464890	27698	g__RGIG7111;s__	Ancient	5	15	PacificCalculus	485	Oceania	Taumako_Duff_Islands	Homo	Human	88	27698	Med_w_GUNC	ERSX0004066	-9.8778	167.1772	Yes
known	1	ancient	ERSX0004078.bin.r.1	I	C		I-C	42.7	78.02	4.35	76.34	3.74	211	211_1	1152632	4117	g__RGIG7111;s__	Ancient	6	21	PacificCalculus	3000	Oceania	Flores	Homo	Human	345	4117	Med_w_GUNC	ERSX0004078	-8.6224	120.9186	Yes
known	2	ancient	ERSX0004082.bin.r.2	II	D		II-D	42.8	92.91	0	96.7	0.1	211	211_1	1370109	36281	g__RGIG7111;s__	Ancient	6	21	PacificCalculus	350	Oceania	Rapa_Nui	Homo	Human	62	36281	High_w_GUNC	ERSX0004082	-27.105794	-109.363193	Yes
known	2	ancient	ERSX0004083.bin.r.6	II	A		II-A	42.4	94.33	0	97.23	0.11	211	211_1	1419423	102295	g__RGIG7111;s__	Ancient	4	12	PacificCalculus	1500	Oceania	Viti_Levu	Homo	Human	33	102295	High_w_GUNC	ERSX0004083	-18.1421	177.5077	Yes
known	2	ancient	ERSX0004083.bin.r.6	II	D		II-D	42.4	94.33	0	97.23	0.11	211	211_1	1419423	102295	g__RGIG7111;s__	Ancient	4	12	PacificCalculus	1500	Oceania	Viti_Levu	Homo	Human	33	102295	High_w_GUNC	ERSX0004083	-18.1421	177.5077	Yes
known	2	ancient	ERSX0004084.bin.r.3	II	D		II-D	42.4	95.04	1.42	98.2	0.27	211	211_1	1456928	74412	g__RGIG7111;s__	Ancient	4	12	PacificCalculus	1500	Oceania	Viti_Levu	Homo	Human	51	74412	High_w_GUNC	ERSX0004084	-18.1421	177.5077	Yes
known	2	ancient	ERSX0004085.bin.r.4	II	D		II-D	42.4	94.33	0	97.94	0.14	211	211_1	1448234	82618	g__RGIG7111;s__	Ancient	4	12	PacificCalculus	1500	Oceania	Viti_Levu	Homo	Human	57	82618	High_w_GUNC	ERSX0004085	-18.1421	177.5077	Yes
known	2	ancient	ERSX0004102.bin.r.1	II	A		II-A	42.5	94.33	0	97.79	0.35	211	211_1	1552693	55617	g__RGIG7111;s__	Ancient	4	12	PacificCalculus	454	Oceania	Raiatea	Homo	Human	76	55617	High_w_GUNC	ERSX0004102	-16.8424	-151.3873	Yes
known	2	ancient	ERSX0004102.bin.r.1	II	D		II-D	42.5	94.33	0	97.79	0.35	211	211_1	1552693	55617	g__RGIG7111;s__	Ancient	4	12	PacificCalculus	454	Oceania	Raiatea	Homo	Human	76	55617	High_w_GUNC	ERSX0004102	-16.8424	-151.3873	Yes
known	2	ancient	ERSX0004103.bin.r.2	II	D		II-D	42.5	92.91	0	97.32	0.06	211	211_1	1359055	107240	g__RGIG7111;s__	Ancient	4	12	PacificCalculus	454	Oceania	Raiatea	Homo	Human	29	107240	High_w_GUNC	ERSX0004103	-16.8424	-151.3873	Yes
known	2	ancient	SRS11653536.bin.r.2	II	D		II-D	43.2	71.68	0.83	71.67	4.53	211	211_1	844835	2557	g__RGIG7111;s__	Ancient	4	13	Quagliariello2022	6900	Europe	Italy	Homo	Human	368	2557	Med_w_GUNC	SRS11653536	41.21	16.06	Yes
known	2	ancient	SRS11653551.bin.r.1	II	D		II-D	42.9	91.84	0.85	95.24	0.18	211	211_1	1250609	12486	g__RGIG7111;s__	Ancient	4	13	Quagliariello2022	4800	Europe	Italy	Homo	Human	130	12486	High_w_GUNC	SRS11653551	40.99	15.64	Yes
known	2	ancient	SRS11653584.bin.r.2	II	D		II-D	43.1	85.46	0.78	93.71	1.62	211	211_1	1195022	8456	g__RGIG7111;s__	Ancient	4	13	Quagliariello2022	6300	Europe	Italy	Homo	Human	206	8456	Med_w_GUNC	SRS11653584	41.3	15.2	Yes
known	2	ancient	SRS11653597.bin.r.2	II	D		II-D	43.2	76.66	2.79	79.84	2.93	211	211_1	998449	2643	g__RGIG7111;s__	Ancient	4	13	Quagliariello2022	6300	Europe	Italy	Homo	Human	424	2643	Med_w_GUNC	SRS11653597	41.3	15.2	Yes
known	2	ancient	SRS15300787.bin.r.20	II	D		II-D	42.8	94.15	3.66	94.34	2.47	211	211_1	1370037	38181	g__RGIG7111;s__	Ancient	5	16	Honap2023	700	North America	USA	Homo	Human	55	38181	High_w_GUNC	SRS15300787	35.477	-97.105	Yes
